author,date,source,summary,title,url
Gardiner Harris,23/10/2017,the-new-york-times,"New York Times Tillerson Visits Iraq to Chilly Reception Over His Remarks on Iran-Backed Militias New York Times Secretary of State Rex W. Tillerson listens as Prime Minister Haider al-Abadi of Iraq, center, speaks during their meeting in Baghdad on Monday. C…",Tillerson Visits Iraq to Chilly Reception Over His Remarks on Iran-Backed Militias - New York Times,https://www.nytimes.com/2017/10/23/world/middleeast/tillerson-iraq-iran-afghanistan.html
NICHOLAS ST. FLEUR,23/10/2017,the-new-york-times,"“Saint Holding an Open Book” is made of alabaster, and dates to the first quarter of the 16th century. It is on display at the Louvre Museum in Paris.",Trilobites: Uncovering an Overlooked Source for Iconic Alabaster Statues,https://www.nytimes.com/2017/10/23/science/alabaster-statues-medieval-europe.html
Deborah Acosta and Jack Healy,24/10/2017,the-new-york-times,"New York Times From Montana to Puerto Rico, a Small Firm Strikes a Powerful Deal New York Times For the past two years, Andy Techmanski ran a tiny family utility-contracting company out of his home in the ski town of Whitefish, Mont., getting relatively modes…","From Montana to Puerto Rico, a Small Firm Strikes a Powerful Deal - New York Times",https://www.nytimes.com/2017/10/24/us/from-montana-to-puerto-rico-a-small-firm-strikes-a-powerful-deal.html
JOHN BRANCH,24/10/2017,the-new-york-times,"Dallas Seavey, the four-time champion, claims someone surreptitiously doped his dogs during the 1,000-mile trek through Alaska. Other mushers have backed him up.",Iditarod Doping Mystery: Who Slipped Tramadol to the Dogs?,https://www.nytimes.com/2017/10/24/sports/iditarod-doping-dallas-seavey.html
BENJAMIN HOFFMAN and DAVID WALDSTEIN,24/10/2017,the-new-york-times,"The Dodgers and Astros, two 100-win teams with Cy Young Award-winning aces, are baseball’s best teams. Stay here for inning-by-inning updates and analysis.",World Series 2017: Dodgers Face Astros in Game 1,https://www.nytimes.com/2017/10/24/sports/dodgers-astros-world-series.html
Lizette Alvarez,24/10/2017,the-new-york-times,"New York Times Some Schools Reopen in Puerto Rico, Making Do Without Power New York Times Students returned to classes on Tuesday at the Dr. Francisco Hernández y Gaetan school in San Juan, even though it still lacked electricity. The school is among the firs…","Some Schools Reopen in Puerto Rico, Making Do Without Power - New York Times",https://www.nytimes.com/2017/10/24/us/puerto-rico-schools-.html
FRANK BRUNI,24/10/2017,the-new-york-times,Maybe he and his kind are sick. Maybe they’re just predators.,Op-Ed Columnist: The Sham of Harvey Weinstein’s Rehab,https://www.nytimes.com/2017/10/24/opinion/harvey-weinstein-rehab.html
JOHN MCCAIN,24/10/2017,the-new-york-times,The United States needs a strategy for the Middle East. We can start by supporting our allies.,Op-Ed Contributor: John McCain: I Choose the Kurds,https://www.nytimes.com/2017/10/24/opinion/john-mccain-kurds-iraq.html
Reuters,24/10/2017,the-new-york-times,"Reuters With China Dream Shattered Over Missile Land Deal, Lotte Faces Costly Overhaul New York Times SEOUL — Pressed by Seoul into a land swap deal needed for a controversial new missile defense system earlier this year, South Korean conglomerate Lotte Group…","With China Dream Shattered Over Missile Land Deal, Lotte Faces Costly Overhaul - New York Times",https://www.nytimes.com/reuters/2017/10/24/business/24reuters-lotte-china-analysis.html
PETER BAKER and ADAM LIPTAK,24/10/2017,the-new-york-times,"After months of debate, a new executive order signed by the president will again allow refugees into the United States, under tighter security screening.","Trump Lifts Refugee Suspension, but 11 Countries Face More Review",https://www.nytimes.com/2017/10/24/us/politics/trump-lifts-refugee-suspension.html
David Zucchino,24/10/2017,the-new-york-times,"New York Times Enmity Between Baghdad and Kurds Erupts in Deadly Clashes New York Times Kurdish security forces withdrawing from a checkpoint in Altun Kupri, on the outskirts of Erbil, Iraq, the Kurdish regional capital, last week. Credit Khalid Mohammed/Asso…",Enmity Between Baghdad and Kurds Erupts in Deadly Clashes - New York Times,https://www.nytimes.com/2017/10/24/world/middleeast/iraqi-kurds-clashes-abadi.html
JENNIFER SCHUESSLER,24/10/2017,the-new-york-times,The backers of a new magazine to be edited by the literary critic Leon Wieseltier have severed its business relationship with him after allegations of sexual harassment surfaced.,Leon Wieseltier Admits ‘Offenses‘ Against Female Colleagues as New Magazine Is Killed,https://www.nytimes.com/2017/10/24/arts/leon-wieseltier-magazine-harassment.html
KAREN ZRAICK and SANDRA STEVENSON,24/10/2017,the-new-york-times,Here’s what you need to know at the end of the day.,"Jeff Flake, Puerto Rico, World Series: Your Tuesday Evening Briefing",https://www.nytimes.com/2017/10/24/briefing/jeff-flake-puerto-rico-world-series.html
TED LOOS,24/10/2017,the-new-york-times,"The chef Daniel Humm at home in Manhattan, where he has an untitled glass work by Daniel Turner and chairs by Franz West, from his “Uncle” series.","Show Us Your Wall: For the Chef Daniel Humm, Less Is More. On His Wall, Too.",https://www.nytimes.com/2017/10/24/arts/design/show-us-your-wall-daniel-humm-eleven-madison-park.html
Thomas Kaplan,24/10/2017,the-new-york-times,"New York Times Senate Approves $36.5 Billion Aid Package as Hurricane Costs Mount New York Times A man climbed down a ladder on a broken bridge spanning the Vivi River in Utuado, Puerto Rico, last week. The bridge was washed away during Hurricane Maria, and m…",Senate Approves $36.5 Billion Aid Package as Hurricane Costs Mount - New York Times,https://www.nytimes.com/2017/10/24/us/politics/senate-congress-disaster-aid-hurricanes-fire.html
ROSALIE R. RADOMSKY,24/10/2017,the-new-york-times,"Three four-story walk-ups on Nassau Avenue in Greenpoint, Brooklyn, sold for $11.45 million.",Recent Commercial Real Estate Transactions,https://www.nytimes.com/2017/10/24/realestate/commercial/commercial-real-estate-transactions.html
BEN CASSELMAN,24/10/2017,the-new-york-times,"A federal projection of the 2026 work force foresees greater polarization by wages, education and geography — a trend with economic and political ramifications.",A Peek at Future Jobs Shows Growing Economic Divides,https://www.nytimes.com/2017/10/24/business/economy/future-jobs.html
Ivan Nechepurenko,24/10/2017,the-new-york-times,"New York Times Russian Celebrity Opens Presidential Campaign New York Times Ksenia Sobchak, who plans to run in the coming presidential election, at a news conference in Moscow. Credit Maxim Shemetov/Reuters. MOSCOW — Ksenia A. Sobchak, a socialite and popula…",Russian Celebrity Opens Presidential Campaign - New York Times,https://www.nytimes.com/2017/10/24/world/europe/russia-sobchak-president.html
SYDNEY EMBER,24/10/2017,the-new-york-times,"Koa Beck was named the new top editor at Jezebel on Tuesday. Ms. Beck, 30, is a former executive editor at Vogue.com and has written for publications including The Guardian and the Observer.","Jezebel, Leading Voice on Feminist Issues, Names New Top Editor",https://www.nytimes.com/2017/10/24/business/media/jezebel-koa-beck.html
EMILY GOULD and RUMAAN ALAM,24/10/2017,the-new-york-times,"Subscription clothing services should make you feel great. Shouldn’t they? Oh God, wait, is it you?",The Way We Shop Now: You’ll Wear What They Tell You to Wear,https://www.nytimes.com/2017/10/24/style/bombfell-stitch-fix-litotes-clothing-subscription-boxes.html
MANNY FERNANDEZ,24/10/2017,the-new-york-times,"The court ruled that the administration cannot block a pregnant 17-year-old from Central America, who is in federal custody in Texas, from obtaining an abortion.","U.S. Must Let Undocumented Teenager Get an Abortion, Appeals Court Says",https://www.nytimes.com/2017/10/24/us/undocumented-immigrant-abortion.html
RACHEL ABRAMS,24/10/2017,the-new-york-times,"The fast food giant reached its goal to sell off 4,000 stores ahead of schedule while it drew budget-minded customers with promotions — with more on the horizon.",McDonald’s Sheds Stores and Gains Customers With Budget Appeal,https://www.nytimes.com/2017/10/24/business/mcdonalds-earnings.html
THE EDITORIAL BOARD,25/10/2017,the-new-york-times,Congressional Republicans have accepted the president’s outrages in exchange for policies they’ve always wanted.,Editorial: The Real Reason for Republicans’ Silence on Donald Trump,https://www.nytimes.com/2017/10/25/opinion/republicans-silence-trump.html
THE EDITORIAL BOARD,25/10/2017,the-new-york-times,"Are there more important things to do? Sure, but amenities matter. They show passengers that improvements are indeed in the works.","Editorial: Scrapping MetroCards Isn’t Vital, but Any Subway Fix Will Do",https://www.nytimes.com/2017/10/25/opinion/metrocards-subway.html
Kenneth P. Vogel,25/10/2017,the-new-york-times,"New York Times What to Know About the Dossier of Trump Research and Who Paid for It New York Times After Donald J. Trump secured the Republican presidential nomination, Fusion GPS was hired on behalf of Hillary Clinton's campaign and the Democratic National C…",What to Know About the Dossier of Trump Research and Who Paid for It - New York Times,https://www.nytimes.com/2017/10/25/us/politics/steele-dossier-trump-expained.html
LINDA QIU,25/10/2017,the-new-york-times,"The Arizona Republican’s conservative credentials notwithstanding, President Trump said he initially assumed Senator Jeff Flake was a Democrat.",Fact Check: Trump Falsely Denounces Jeff Flake by Calling Him a... Democrat?,https://www.nytimes.com/2017/10/25/us/politics/fact-check-trump-flake-democrat.html
BROOKS BARNES and RACHEL ABRAMS,25/10/2017,the-new-york-times,"Colony Capital will no longer provide an immediate financial lifeline, people briefed on the matter said, but the troubled studio still has other options.",Weinstein Company Will Not Get Planned Cash Infusion,https://www.nytimes.com/2017/10/25/business/media/weinstein-company-colony-capital.html
NICHOLAS KRISTOF,25/10/2017,the-new-york-times,"Gloria Steinem, Sheryl Sandberg, Ashley Judd and other smart women tell how men can be part of the solution.","Op-Ed Columnist: Hey, Men, Listen Up: Sex Harassment Isn’t Just a ‘Women’s Issue’",https://www.nytimes.com/2017/10/25/opinion/sexual-harassment-men.html
JENNIFER MEDINA and ADAM GOLDMAN,25/10/2017,the-new-york-times,"The Mandalay Bay Resort and Casino in Las Vegas, where Stephen Paddock fired on a concert crowd on Oct. 1. Mr. Paddock may have removed the hard drive from one of the computers found in his hotel room.",Stephen Paddock’s Missing Hard Drive Deepens an Already Tough Case,https://www.nytimes.com/2017/10/25/us/stephen-paddock-bruce-paddock-vegas.html
ELIAN PELTIER,25/10/2017,the-new-york-times,"Young migrants waited in Calais, France, in August. A 70-page report published Monday by France’s Interior Ministry hints at the disproportionate use of force against migrants.",French Government Report Hints at Police Misconduct in Calais,https://www.nytimes.com/2017/10/25/world/europe/france-migrants-calais-police.html
JASON SCHREIER,25/10/2017,the-new-york-times,The industry’s infamous “crunch” culture is taking a serious toll on workers.,Op-Ed Contributor: Video Games Are Destroying the People Who Make Them,https://www.nytimes.com/2017/10/25/opinion/work-culture-video-games-crunch.html
NICK WINGFIELD,25/10/2017,the-new-york-times,"Amazon said that it would offer customers the option to let delivery people inside their homes to drop off packages, with the help of a $250 smartlock and camera kit.",Amazon’s Latest Way Into Your Life Is Through the Front Door,https://www.nytimes.com/2017/10/25/technology/amazon-key-home.html
JONATHAN MARTIN and JEREMY W. PETERS,25/10/2017,the-new-york-times,"President Trump has vocal critics, but the Republican Party is increasingly his own, with little room left for an older breed of internationalist conservative.","As G.O.P. Bends Toward Trump, Critics Either Give In or Give Up",https://www.nytimes.com/2017/10/25/us/politics/trump-republican-party-critics.html
JACOB BERNSTEIN,25/10/2017,the-new-york-times,The singer doesn’t have to say a thing to loom over the culture.,Sade’s Quiet Storm of Cool,https://www.nytimes.com/2017/10/25/style/sade-sade-sade.html
CONOR DOUGHERTY,25/10/2017,the-new-york-times,A Check Into Cash location in Chicago. The company’s noncompete agreement applies to any similar business within 15 miles of one of its stores.,Illinois Wields New Power to Challenge Noncompete Agreements,https://www.nytimes.com/2017/10/25/business/economy/illinois-noncompete.html
Richard A. Oppel Jr.,25/10/2017,the-new-york-times,"New York Times Sgt. Bowe Bergdahl's Hearing Begins With a Wounded Navy SEAL New York Times Sgt. Bowe Bergdahl leaving the courthouse in Fort Bragg, N.C., after a hearing on Monday. Credit Andrew Craft/The Fayetteville Observer, via Associated Press. FORT BRAG…",Sgt. Bowe Bergdahl's Hearing Begins With a Wounded Navy SEAL - New York Times,https://www.nytimes.com/2017/10/25/us/bowe-bergdahl-misbehavior-before-the-enemy.html
LUIS FERRÉ-SADURNÍ,25/10/2017,the-new-york-times,"The Metropolitan Transportation Authority board on Wednesday voted to ban alcohol advertising from its properties, beginning Jan. 1.",M.T.A. Will Ban Alcohol Advertising on Buses and Subways,https://www.nytimes.com/2017/10/25/nyregion/alcohol-advertising-mta-subway.html
THE EDITORIAL BOARD,25/10/2017,the-new-york-times,"A drawing by a Rohingya boy, depicting the experiences he endured while fleeing from Myanmar to Bangladesh, at the Balukhali makeshift refugee camp outside Cox Bazaar, Bangladesh, this month.",Editorial: Pressuring Myanmar’s Military,https://www.nytimes.com/2017/10/25/opinion/pressuring-myanmar-military-rohingya.html
KAREN ZRAICK and SANDRA STEVENSON,25/10/2017,the-new-york-times,Here’s what you need to know at the end of the day.,"Republican Party, Xi Jinping, Fats Domino: Your Wednesday Evening Briefing",https://www.nytimes.com/2017/10/25/briefing/republican-party-xi-jinping-fats-domino.html
By THE NEW YORK TIMES,25/10/2017,the-new-york-times,"On this week’s podcast, the actress reads Heather Burtman’s essay about life before the male gaze.",Modern Love Podcast: Cleopatra Coleman Reads ‘My Body Doesn’t Belong to You’,https://www.nytimes.com/2017/10/25/style/modern-love-podcast-cleopatra-coleman.html
DAVID ZUCCHINO,25/10/2017,the-new-york-times,"People who fled the city of Hawija, Iraq, waiting to enter Kurdistan. The Islamic State lost Hawija this month and now controls only 5 percent of the territory it once had.","Islamic State Is ‘On the Run,’ U.S. Commander Says",https://www.nytimes.com/2017/10/25/world/middleeast/islamic-state-isis-us.html
Robert Pear,25/10/2017,the-new-york-times,"New York Times Siding With Trump, Judge Clears Way for Trial Over Health Subsidies New York Times People protesting President Trump's executive order on health care in La Jolia, Calif., this month. Credit Mike Blake/Reuters. WASHINGTON — A federal judge sided…","Siding With Trump, Judge Clears Way for Trial Over Health Subsidies - New York Times",https://www.nytimes.com/2017/10/25/us/politics/alexander-murray-congressional-budget-office-deficit-savings.html
THE NEW YORK TIMES,26/10/2017,the-new-york-times,The federal government released thousands of documents related to the assassination of President John F. Kennedy in 1963.,Live Briefing: National Archives Release Files on John F. Kennedy’s Assassination,https://www.nytimes.com/2017/10/26/us/politics/jfk-files.html
NICK WINGFIELD and DAISUKE WAKABAYASHI,26/10/2017,the-new-york-times,Some are heading to Washington to explain their role in the 2016 election. Others are facing regulatory scrutiny. Consumers don’t seem to care.,What Worries? Big Tech Companies Post Glowing Quarterly Profits,https://www.nytimes.com/2017/10/26/business/big-tech-company-earnings.html
The New York Times,26/10/2017,the-new-york-times,The New York Times chief film critic A.O. Scott analyzes how movies such as Oliver Stone’s “J.F.K.” helped fuel America’s interest in conspiracies.,Why Do We Love J.F.K. Conspiracy Theories? Blame the Movies,https://www.nytimes.com/video/us/100000005516126/jfk-papers-conspiracy-theory.html
MIRA KAMDAR,26/10/2017,the-new-york-times,"“Someone says something mildly critical of the government, and then you learn that person’s office was paid a visit the next day by the income-tax authorities.”",Editorial Observer: The Question More Indians Ask — ‘Is My Phone Tapped?’,https://www.nytimes.com/2017/10/26/opinion/india-government-criticism-bjp.html
BILL VLASIC,26/10/2017,the-new-york-times,"Robust sales of Ford’s F-series pickups helped the company post a $1.6 billion profit for the third quarter, a 63 percent increase over the same period a year ago. Domestic automakers are leaning on their best sellers as they prepare for costly moves into ele…",Automakers Build War Chests to Finance a Self-Driving Future,https://www.nytimes.com/2017/10/26/business/detroit-automakers.html
KATE TAYLOR,26/10/2017,the-new-york-times,"In the 2016-17 school year, the students at East Village Community School on East 12th Street were 58 percent white. A new plan aims to change that so that elementary schools better reflect the diversity of the school district as a whole.",City Announces Plan to Diversify Lower Manhattan Schools,https://www.nytimes.com/2017/10/26/nyregion/schools-diversity-plan-lower-manhattan.html
MONA ELTAHAWY,26/10/2017,the-new-york-times,Bold expressions of L.G.B.T. pride frighten regimes accustomed to being guardians not just of “national security” but also of our sexuality.,Contributing Op-Ed Writer: Why Is the Egyptian Government So Afraid of a Rainbow Flag?,https://www.nytimes.com/2017/10/26/opinion/egypt-gay-lgbt-rights.html
JASON HOROWITZ,26/10/2017,the-new-york-times,"A player for the Lazio soccer team in Italy, Stefan de Vrij, wore a T-shirt with an image of Anne Frank on Wednesday in a protest against the anti-Semitic taunts of the team’s fans.",Revulsion in Italian Soccer Over Anti-Semitic Taunts,https://www.nytimes.com/2017/10/26/world/europe/italy-soccer-anne-frank-anti-semitism.html
BROOKS BARNES,26/10/2017,the-new-york-times,Harvey Weinstein claimed in a lawsuit that he needs access to records and emails controlled by his former studio in order to defend himself against sexual harassment allegations.,"Weinstein Sues Weinstein Company, Demanding Access to Records",https://www.nytimes.com/2017/10/26/business/media/harvey-weinstein-lawsuit.html
MONICA DAVEY,26/10/2017,the-new-york-times,"The murder trial of a 16-year-old, described by his mother as gender fluid, has become part of the wider national debate over gender identity.","An Iowa Teenager Was Killed in an Alley, but Was It a Hate Crime?",https://www.nytimes.com/2017/10/26/us/transgender-iowa-murder-trial-kedarie-johnson.html
NANCY WARTIK,26/10/2017,the-new-york-times,One of our most trusted and prolific commenters started writing a comment about the Democratic Party. Then she was interrupted.,So This Happened in Our Comments Section Today,https://www.nytimes.com/2017/10/26/reader-center/nyt-comments-section.html
KAREN ZRAICK and SANDRA STEVENSON,26/10/2017,the-new-york-times,Here’s what you need to know at the end of the day.,"Opioids, Republicans, Joe Girardi: Your Thursday Evening Briefing",https://www.nytimes.com/2017/10/26/briefing/opioids-republicans-joe-girardi.html
PETER BAKER and SCOTT SHANE,26/10/2017,the-new-york-times,"The national archives was to post online thousands of documents related to the assassination 54 years later, but President Trump withheld some pending further review.","J.F.K. Files, a Treasure Trove for Conspiracy Theorists, Are Expected to be Released",https://www.nytimes.com/2017/10/26/us/politics/trump-jfk-release.html
JINA MOORE,26/10/2017,the-new-york-times,Residents observed from a distance as demonstrators tried to prevent voters from reaching a polling station in the Mathare area of Nairobi.,Low Turnout in Kenya’s Do-Over Election Raises Concerns,https://www.nytimes.com/2017/10/26/world/africa/kenya-election-boycott-kenyatta-odinga.html
Ron Nixon,26/10/2017,the-new-york-times,"New York Times Border Wall Prototypes Are Unveiled, but Trump's Vision Still Faces Obstacles New York Times A border wall prototype in San Diego on Thursday. Agency officials said they would test the mockups to determine which worked best in curbing illegal i…","Border Wall Prototypes Are Unveiled, but Trump's Vision Still Faces Obstacles - New York Times",https://www.nytimes.com/2017/10/26/us/politics/border-wall-prototypes-unveiled.html
JEWLY HIGHT,26/10/2017,the-new-york-times,"On an album recorded in her native Texas, the country music veteran demonstrates what she’s learned from her mainstream tenure while casting off its restraints.","Lee Ann Womack Returns to Her Roots, Singing ‘to the Common Man’",https://www.nytimes.com/2017/10/26/arts/music/lee-ann-womack-lonely-lonesome-gone.html
JENNIFER SABA,26/10/2017,the-new-york-times,"Comcast’s headquarters in Philadelphia. It lost 125,000 TV subscribers because of hurricanes and competition last quarter, but that doesn’t detract significantly from its overall picture.",Breakingviews: Comcast’s Careful Steps to Grow Past Cable Yield Results,https://www.nytimes.com/2017/10/26/business/dealbook/comcasts-careful-steps-to-grow-past-cable-yield-results.html
JAMES B. STEWART,26/10/2017,the-new-york-times,A dog park provided by Amazon and adjacent to one of its buildings in Seattle. The company is considering various factors as it decides where to put a second headquarters.,Common Sense: Following the (Bike) Trail to Amazon’s Second Headquarters,https://www.nytimes.com/2017/10/26/business/amazon-headquarters-competition.html
JESSE McKINLEY,26/10/2017,the-new-york-times,"“Vote No” signs, urging voters to reject the ballot measure that would authorize a constitutional convention, have been popping up around the state along highways and on front lawns, like this one in Windsor Terrace, Brooklyn.",Fear vs. Hope: Battle Lines Drawn Over a Constitutional Convention,https://www.nytimes.com/2017/10/26/nyregion/fear-vs-hope-battle-lines-drawn-over-a-constitutional-convention.html
BROOKS BARNES,26/10/2017,the-new-york-times,"About 200 people attended a 10th anniversary celebration for Women and Hollywood, a nonprofit that advocates for gender parity in the film industry, at the ArcLight Hollywood on Wednesday.",Talk of Weinstein Dominates Women’s Ceremony in a Hollywood ‘Unmoored’,https://www.nytimes.com/2017/10/26/business/media/women-and-hollywood-harvey-weinstein.html
Nick Wingfield,27/10/2017,the-new-york-times,"While Amazon appears interested in exploring the pharmacy business, the questions are when they would make the move, and in what direction.","Hearing Amazon’s Footsteps, the Health Care Industry Shudders",https://www.nytimes.com/2017/10/27/technology/amazon-pharmacy-drugs.html
,27/10/2017,the-new-york-times,There are many heroes that merit this honor.,Opinion: Who Deserves a Ticker-Tape Parade?,https://www.nytimes.com/2017/10/27/opinion/heroes-ticker-tape-parade.html
"Al Baker, Alan Feuer and Joseph Goldstein",27/10/2017,the-new-york-times,New York Post Indictment Issued in Case of 18-Year-Old Who Said 2 Officers Raped Her New York Times A Brooklyn grand jury has handed up an indictment in the case of an 18-year-old woman who said she was raped by two New York City police officers after they to…,Indictment Issued in Case of 18-Year-Old Who Said 2 Officers Raped Her - New York Times,https://www.nytimes.com/2017/10/27/nyregion/indictment-in-brooklyn-rape-investigation.html
ELIZABETH A. HARRIS,27/10/2017,the-new-york-times,A report commissioned by the private girls’ school in Manhattan acknowledged abuse dating from the 1950s to the 1990s.,Brearley School Says 4 Teachers Engaged in Sexual Misconduct With Students,https://www.nytimes.com/2017/10/27/nyregion/brearley-school-sexual-misconduct-teachers-report.html
VINOD SREEHARSHA,27/10/2017,the-new-york-times,An oil tanker off Rio de Janeiro. Royal Dutch Shell and Statoil of Norway were leaders in the country’s second auction in recent weeks to explore untapped oil reserves.,Brazil Draws Broad Interest in Offshore Oil Drilling Rights,https://www.nytimes.com/2017/10/27/business/energy-environment/brazil-oil.html
CHRIS CIRILLO,27/10/2017,the-new-york-times,"Defense Secretary Jim Mattis visited the demilitarized zone between South and North Korea on Friday, at a time of peak tensions. What was the appearance meant to convey?",The North Korea Standoff: Decoding a Visit to the DMZ,https://www.nytimes.com/video/world/asia/100000005520781/the-north-korea-standoff-decoding-a-visit-to-the-dmz.html
Patrick Kingsley and Raphael Minder,27/10/2017,the-new-york-times,"New York Times As a Republic Struggles to Be Born, Barcelona Holds Its Breath New York Times Independence supporters outside the Catalan government building on Friday in Barcelona, Spain. Credit David Ramos/Getty Images. BARCELONA, Spain — On the first aftern…","As a Republic Struggles to Be Born, Barcelona Holds Its Breath - New York Times",https://www.nytimes.com/2017/10/27/world/europe/catalonia-barcelona-independence-spain.html
VIVIAN YEE,27/10/2017,the-new-york-times,"Rosa Maria Hernandez, 10, who has cerebral palsy and was brought to the United States illegally as a baby, was detained this week after undergoing surgery in Texas.",The U.S. Nursed an Undocumented 10-Year-Old. Now It May Deport Her.,https://www.nytimes.com/2017/10/27/us/immigrant-girl-surgery-detained.html
IAN AUSTEN,27/10/2017,the-new-york-times,"This week’s Canada Letter looks at the pension shortfall at Sears Canada and, with Catalonia in the news, contemplates separation anxiety at home.",Canada Letter: Catalonia Is a Reminder of Not Just Quebec,https://www.nytimes.com/2017/10/27/world/canada/canada-letter-separatism-sears.html
KENNETH P. VOGEL and MAGGIE HABERMAN,27/10/2017,the-new-york-times,"The Washington Free Beacon, a website funded by a major G.O.P. donor, initially retained the firm that later conducted opposition research for Democrats.",Conservative Website First Funded Anti-Trump Research by Firm That Later Produced Dossier,https://www.nytimes.com/2017/10/27/us/politics/trump-dossier-paul-singer.html
NICHOLAS ST. FLEUR,27/10/2017,the-new-york-times,"The object, faster than known asteroids or comets, was first spotted by a telescope in Hawaii, and is leaving just as quickly as it arrived.",Trilobites: Astronomers Race to Study a Mystery Object From Outside Our Solar System,https://www.nytimes.com/2017/10/27/science/interstellar-object-solar-system.html
Mike Isaac,27/10/2017,the-new-york-times,"There's a debate among Facebook employees over how to handle organic content, or posts from users, that with offensive content, the New York Times reports",Facebook employees are debating whether the company should censor user posts,https://www.nytimes.com/2017/10/27/technology/facebook-fake-content-employees.html
TIM WU,27/10/2017,the-new-york-times,"The amendment has withered in the face of troll armies, government censorship and fake news. Can anything be done?",Contributing Op-Ed Writer: How Twitter Killed the First Amendment,https://www.nytimes.com/2017/10/27/opinion/twitter-first-amendment.html
SUSANNAH MEADOWS,27/10/2017,the-new-york-times,My father was a batboy that year with the White Sox. Putting his collection of signed balls up for sale has brought back memories.,Sporting: Baseballs of 1948,https://www.nytimes.com/2017/10/27/opinion/baseball-collection-memorabilia.html
ANDREW E. KRAMER,27/10/2017,the-new-york-times,"Nearly four years after the 2014 revolution, tents rise again on Kiev’s streets and demonstrators denounce the slow pace of reform.",Protesters in Ukraine Camp Out Over an Old Issue: Corruption,https://www.nytimes.com/2017/10/27/world/europe/ukraine-protest-kiev.html
KATE KELLY and BEN HUBBARD,27/10/2017,the-new-york-times,"At an investment summit this week, Saudi Arabia’s crown prince unrolled ambitious urban-building plans. Whether foreign companies and investors will join is uncertain.","Saudi Arabia Is Open for Business, but Not Everybody’s Buying",https://www.nytimes.com/2017/10/27/business/saudi-arabia-is-open-for-business-but-not-everybodys-buying.html
DAN LEVIN,27/10/2017,the-new-york-times,"The program, which doled out more than $100 million in refunds since 2008, “wasn’t delivering the promised jobs or economic activity,” an official said.",British Columbia Shelves Opaque System for Corporate Tax Breaks,https://www.nytimes.com/2017/10/27/world/americas/british-columbia-tax-breaks.html
DANIEL VICTOR and SANDRA STEVENSON,27/10/2017,the-new-york-times,Here’s what you need to know at the end of the day.,"Spain, J.F.K., Betsy DeVos: Your Evening Briefing",https://www.nytimes.com/2017/10/27/briefing/spain-jfk-betsy-devos.html
ELIOT SCHREFER,27/10/2017,the-new-york-times,"In Katherine Rundell’s “The Explorer,” four kids must find their way out of the jungle after a plane crash, stoking young readers’ dreams and anxieties: What if there were no parents? Could I eat a grub if I had to?","Children’s Books: A Novel Set in the Amazon, Harking Back to Classic Survival Stories",https://www.nytimes.com/2017/10/27/books/review/katherine-rundell-the-explorer.html
LISA FRIEDMAN,27/10/2017,the-new-york-times,Senator Orrin Hatch said the president had confirmed that he would approve a plan to reduce the size of Bears Ears National Monument and Grand Staircase-Escalante National Monument.,Trump Plans to Shrink Two National Monuments in Utah,https://www.nytimes.com/2017/10/27/climate/bears-ears-utah.html
Matt Apuzzo,28/10/2017,the-new-york-times,"New York Times Trump Unworried About What Former Aides Will Tell Mueller, Lawyer Says New York Times Ty Cobb, the White House lawyer handling the response to the Russia investigation, said President Trump has instructed all White House staff members to cooper…","Trump Unworried About What Former Aides Will Tell Mueller, Lawyer Says - New York Times",https://www.nytimes.com/2017/10/28/us/politics/ty-cobb-trump-lawyer-new-washington.html
JON CARAMANICA,28/10/2017,the-new-york-times,"At the opening of his “4:44” tour, Jay-Z showcased his effortless delivery and tried to translate the intimacy of that album’s themes to a large room.","Review: Onstage Jay-Z Forgoes Distractions, Drilling Down to the Message",https://www.nytimes.com/2017/10/28/arts/music/jay-z-444-tour-review.html
JINA MOORE,28/10/2017,the-new-york-times,Six people were killed in western Kenya and shops were burned in Nairobi as confusion and mistrust surrounding the repeated election spread.,Violence Flares and Tensions Rise After Kenya Presidential Vote,https://www.nytimes.com/2017/10/28/world/africa/kenya-election-uhuru-kenyatta-raila-odinga.html
ELISABETH MALKIN,28/10/2017,the-new-york-times,"A team of lawyers investigating the killing of Berta Cáceres, an environmentalist, say state agents and senior executives of an energy company were involved.",Who Ordered Killing of Honduran Activist? Evidence of Broad Plot Is Found,https://www.nytimes.com/2017/10/28/world/americas/honduras-berta-caceres-desa.html
NOAH FELDMAN,28/10/2017,the-new-york-times,"He had good intentions but repeatedly fell short, like America itself.",Opinion: James Madison’s Lessons in Racism,https://www.nytimes.com/2017/10/28/opinion/sunday/james-madison-racism.html
Vivian Wang,28/10/2017,the-new-york-times,"The chief judge of the Cook County Circuit Court, which includes Chicago, said the former president “made it crystal clear” he intended to fulfill his civic duty.",Obama Expected to Report for Jury Duty in Illinois Next Month,https://www.nytimes.com/2017/10/28/us/obama-jury-duty.html
KELSEY CAINE,28/10/2017,the-new-york-times,"As an underdog in a contest with no talent portion, I knew I would have to work hard to stand out.","Opinion: Yes, I Really Am in This Beauty Pageant",https://www.nytimes.com/2017/10/28/opinion/sunday/beauty-pageant-competition.html
