author,date,source,summary,title,url
Scott Shane,02/10/2017,the-new-york-times,"New York Times Terrorizing if Not Clearly Terrorist: What to Call the Las Vegas Attack? New York Times Nate Andor and Summer Neria of Huntington Beach, Calif., along the Las Vegas Strip on Monday, where they had attended the concert Sunday night at which doze…",Terrorizing if Not Clearly Terrorist: What to Call the Las Vegas Attack? - New York Times,https://www.nytimes.com/2017/10/02/us/politics/terrorism-las-vegas-attack.html
Jim Tankersley,02/10/2017,the-new-york-times,"New York Times Republicans Won't Rule Out Tax Hikes for Some in the Middle Class New York Times Treasury Secretary Steven Mnuchin last week in Maryland. “You can't make guarantees because every single person's taxes are different,” he said when asked if every…",Republicans Won't Rule Out Tax Hikes for Some in the Middle Class - New York Times,https://www.nytimes.com/2017/10/02/us/politics/republican-tax-rewrite-middle-class.html
Kevin Roose,02/10/2017,the-new-york-times,"New York Times After Las Vegas Shooting, Fake News Regains Its Megaphone New York Times Members of the news media waited for official statements on the mass shooting in Las Vegas on Monday. Credit Isaac Brekken for The New York Times. When they woke up and gl…","After Las Vegas Shooting, Fake News Regains Its Megaphone - New York Times",https://www.nytimes.com/2017/10/02/business/las-vegas-shooting-fake-news.html
BROOKS BARNES,02/10/2017,the-new-york-times,"An ESPN operation room at Wimbledon in 2015. Under a new contract, the Altice USA cable service would pay more for ESPN, which is already the most expensive basic cable channel.",A Good Day for ESPN After Disney Reaches Altice Agreement,https://www.nytimes.com/2017/10/02/business/media/disney-espn-altice.html
STACY COWLEY,02/10/2017,the-new-york-times,Equifax has been reeling since its announcement last month that hackers exploited its website to extract sensitive personal information on potentially millions of consumers.,2.5 Million More People Potentially Exposed in Equifax Breach,https://www.nytimes.com/2017/10/02/business/equifax-breach.html
OLEG MATSNEV,02/10/2017,the-new-york-times,Russia’s leading opposition leader was detained for the third time this year as he launched his campaign to replace President Putin in the Kremlin.,"Aleksei Navalny, Putin Critic, Is Sentenced to 20 Days in Jail",https://www.nytimes.com/2017/10/02/world/europe/navalny-putin-critic-sentenced-jail.html
STEVE ISRAEL,02/10/2017,the-new-york-times,I used to hope that tragedy would inspire my colleagues in Congress to do something about gun violence. It never does.,Op-Ed Contributor: Nothing Will Change After the Las Vegas Shooting,https://www.nytimes.com/2017/10/02/opinion/gun-control-vegas-shooting.html
KAREN ZRAICK and SANDRA STEVENSON,02/10/2017,the-new-york-times,Here’s what you need to know at the end of the day.,"Las Vegas, Catalonia, Puerto Rico: Your Monday Evening Briefing",https://www.nytimes.com/2017/10/02/briefing/las-vegas-catalonia-puerto-rico.html
TIFFANY HSU,02/10/2017,the-new-york-times,Hotels in the United States and Europe focus less on the possible threat of attack than those in places that have been targeted in the past.,Las Vegas Shooting Underscores Hotel Security Choices,https://www.nytimes.com/2017/10/02/business/hotel-security-las-vegas.html
KATE TAYLOR,02/10/2017,the-new-york-times,"Last week, Carmen Fariña, the New York City schools chancellor, visited the Urban Assembly School for Wildlife Conservation, where a student was fatally stabbed and another was injured. On Monday, she, along with Mayor Bill de Blasio, discussed school safety …","After Stabbing, Teachers Will Get Training on Defusing Behavior Issues",https://www.nytimes.com/2017/10/02/nyregion/after-stabbing-training-for-teachers-behavior-problems.html
LANDON THOMAS Jr.,02/10/2017,the-new-york-times,"The annual March for the Fallen, recognizing deceased soldiers, in Fort Indiantown Gap, Pa., has become a venue for the investment manager Wesley R. Gray to gather like-minded investors.","Hiking Mountains, Gladly, With a Marine Turned Fund Manager",https://www.nytimes.com/2017/10/02/business/dealbook/hiking-mountains-gladly-with-a-marine-turned-fund-manager.html
BILL FRISKICS-WARREN,02/10/2017,the-new-york-times,"Best known for his work with the New Lost City Ramblers, Mr. Paley helped introduce urban audiences to Depression-era rural music.","Tom Paley, Who Drove a Folk Revival With Banjo, Guitar and Voice, Dies at 89",https://www.nytimes.com/2017/10/02/obituaries/tom-paley-dead.html
BRITTANY BRONSON,02/10/2017,the-new-york-times,But hospitality and prayers can do only so much to prevent another mass shooting.,"Contributing Op-Ed Writer: In Las Vegas, We Take Care of People",https://www.nytimes.com/2017/10/02/opinion/in-las-vegas-we-take-care-of-people.html
DAVID M. HALBFINGER,02/10/2017,the-new-york-times,"Thousands of cheering Gazans welcomed the Palestinian Authority’s prime minister, who intends to take over governance of the territory from Hamas.","Palestinian Factions, Fatah and Hamas, Move Toward Reconciliation in Gaza",https://www.nytimes.com/2017/10/02/world/middleeast/palestinian-fatah-hamas-reconciliation-gaza.html
RADHIKA JONES,02/10/2017,the-new-york-times,"Radhika Jones, the editorial director of the books section, responds to readers who criticized a roundup of this season’s romance novels.",Bulletin Board: Who Gets to Write About Romance? A Response From the Books Desk,https://www.nytimes.com/2017/10/02/reader-center/romance-novels-books-desk.html
,02/10/2017,the-new-york-times,Readers lament the lack of political will to regulate guns and discuss press coverage of mass murderers.,Letters: Pleas for Gun Control After the Las Vegas Massacre,https://www.nytimes.com/2017/10/02/opinion/las-vegas-massacre-gun-control.html
Maya Salam,03/10/2017,the-new-york-times,"New York Times Jason Aldean Cancels Shows to 'Mourn the Ones We Have Lost' New York Times Jason Aldean is expected to resume his tour next week in Tulsa, Okla. Credit Charles Sykes/Invision, via Associated Press. Jason Aldean, the country music singer who was…",Jason Aldean Cancels Shows to 'Mourn the Ones We Have Lost' - New York Times,https://www.nytimes.com/2017/10/03/arts/music/jason-aldean-vegas-shooting.html
BENJAMIN HOFFMAN,03/10/2017,the-new-york-times,The Yankees and Twins play in the wild-card round to decide which team will advance in the playoffs. Stay here for live updates and analysis.,M.L.B. Playoffs: Yankees vs. Twins Wild-Card Live Updates,https://www.nytimes.com/2017/10/03/sports/yankees-twins-wild-card.html
ALAN RAPPEPORT and JIM TANKERSLEY,03/10/2017,the-new-york-times,"Representative Kevin Brady, Republican of Texas and chair of the Ways and Means Committee, acknowledged that full repeal of the popular state and local tax deduction would be a “non-starter” with a large block of Republicans in Congress.",Republicans Are Reconsidering Full Repeal of State and Local Tax Deduction,https://www.nytimes.com/2017/10/03/us/politics/republican-tax-plan-state-and-local-deduction.html
FRANK BRUNI,03/10/2017,the-new-york-times,Our talent is boundless but our complacency is galling.,Op-Ed Columnist: God Bless America,https://www.nytimes.com/2017/10/03/opinion/vegas-shooting-trump-god-bless.html
Alissa J. Rubin and Elian Peltier,03/10/2017,the-new-york-times,New York Times French Parliament Approves Sweeping Counterterrorism Law New York Times Soldiers patrolling near the Eiffel tower in April. The French Parliament on Tuesday approved a sweeping counterterrorism bill. Credit Ludovic Marin/Agence France-Presse — …,French Parliament Approves Sweeping Counterterrorism Law - New York Times,https://www.nytimes.com/2017/10/03/world/europe/france-terrorism-law.html
DON CLARK,03/10/2017,the-new-york-times,Paul S. Otellini at a technology convention in Las Vegas in 2008. He was first Intel chief executive who was not an engineer.,"Paul S. Otellini, Who Led Intel and Saw It Grow Even More, Dies at 66",https://www.nytimes.com/2017/10/03/obituaries/paul-s-otellini-who-led-intel-and-saw-it-grow-even-more-dies-at-66.html
JUSTIN BANK,03/10/2017,the-new-york-times,Writers from across the political spectrum on the aftermath of the shooting in Las Vegas and the debate over gun control in the United States.,Right and Left React to the Las Vegas Shooting and the Gun Control Debate,https://www.nytimes.com/2017/10/03/us/politics/right-and-left-las-vegas-shooting-gun-control-debate.html
Tiffany Hsu,03/10/2017,the-new-york-times,"Stiffer regulation is considered less likely in the current administration, apparently curbing the instinct to stockpile firearms.","Gun Stocks Rise After Las Vegas Shooting, but Sales Drop Under Trump",https://www.nytimes.com/2017/10/03/business/gun-stocks-vegas-shooting-trump.html
Kevin Draper,03/10/2017,the-new-york-times,"New York Times Like the Knicks, an Ad Campaign Fades Quickly New York Times The Knicks' Kristaps Porzingis — who received a positive reference in the ad campaign — passing during a practice last week. The Knicks were 31-51 in 2016-17, their fourth consecutive…","Like the Knicks, an Ad Campaign Fades Quickly - New York Times",https://www.nytimes.com/2017/10/03/sports/basketball/like-the-knicks-an-ad-campaign-fades-quickly.html
VIVIAN YEE,03/10/2017,the-new-york-times,The justices considered whether immigrants facing deportation are entitled to periodic hearings before a judge to decide whether they can be released on bond.,Supreme Court Weighs Immigrants’ Rights to Have Detention Reviewed,https://www.nytimes.com/2017/10/03/us/supreme-court-immigrants-detention-jennings-rodriguez.html
IAN AUSTEN,03/10/2017,the-new-york-times,"Mr. Singh, the first nonwhite leader of a major political party in a country that promotes multiculturalism, looks to extend his party’s power on the national stage.","Jagmeet Singh, Canada’s Newest Political Star, Lifts His Party’s Hopes",https://www.nytimes.com/2017/10/03/world/canada/jagmeet-singh-new-democratic-party.html
JESSE WEGMAN,03/10/2017,the-new-york-times,The justices weigh whether to step in and stop one of the most corrosive practices in modern American democracy.,"Editorial Observer: Steak Rubs, Gobbledygook and the Future of American Politics",https://www.nytimes.com/2017/10/03/opinion/editorials/gerrymandering-supreme-court-wisconsin.html
JON CARAMANICA,03/10/2017,the-new-york-times,"Tom Petty, who died on Monday night of cardiac arrest, was a hard-working rock ’n’ roll star who made a career of seeming at ease.","An Appraisal: Tom Petty, an Unfussy Rock Star Who Kept His Tenacity Under Cover",https://www.nytimes.com/2017/10/03/arts/music/tom-petty-unfussy-rock-star.html
CHRISTINE HAUSER and MAYA SALAM,03/10/2017,the-new-york-times,Dorsa Derakhshani is now playing for the St. Louis University chess team and officially registered to compete with the United States Chess Federation.,"Iranian Chess Player, Shunned for Refusing to Wear Hijab, Will Play in U.S.",https://www.nytimes.com/2017/10/03/world/middleeast/chess-hijab-iran.html
Katie Benner and Mike Isaac,03/10/2017,the-new-york-times,"New York Times Uber's Board Approves Changes to Reshape Company's Power Balance New York Times Uber's board voted on Tuesday to reduce the clout of certain shareholders, including its former chief executive, Travis Kalanick. Credit Justin Sullivan/Getty Image…",Uber's Board Approves Changes to Reshape Company's Power Balance - New York Times,https://www.nytimes.com/2017/10/03/technology/ubers-board-approves-changes-to-reshape-power-balance.html
KAREN ZRAICK and DAVID SCULL,03/10/2017,the-new-york-times,Here’s what you need to know at the end of the day.,"Las Vegas, Puerto Rico, Tom Petty: Your Tuesday Evening Briefing",https://www.nytimes.com/2017/10/03/briefing/las-vegas-donald-trump-puerto-rico-tom-petty.html
JANET MASLIN,03/10/2017,the-new-york-times,Brown’s latest novel features a brilliant futurist and a plot that revolves around the tensions between creationism and science.,"Books of The Times: In Dan Brown’s ‘Origin,’ Robert Langdon Returns, With an A.I. Friend in Tow",https://www.nytimes.com/2017/10/03/books/review-origin-dan-brown.html
ANNE BARNARD,03/10/2017,the-new-york-times,"Smoke billowed from buildings after a reported air strike in the eastern Ghouta area, near Damascus, Syria, on Monday. For the first time since the conflict began, a member of the Syrian military has been convicted of a war crime.","Syrian Soldier Is Guilty of War Crime, a First in the 6-Year Conflict",https://www.nytimes.com/2017/10/03/world/middleeast/syria-war-crime.html
NICOLE PERLROTH,03/10/2017,the-new-york-times,"After years of struggling, Yahoo sold itself to Verizon for $4.48 billion. But the deal was nearly derailed by the disclosure of breaches that Yahoo had suffered.",All 3 Billion Yahoo Accounts Were Affected by 2013 Hack,https://www.nytimes.com/2017/10/03/technology/yahoo-hack-3-billion-users.html
By NICHOLAS BAKALAR,03/10/2017,the-new-york-times,A Finnish study suggests that regular sauna visits can reduce the risk for high blood pressure.,Saunas May Be Good for Blood Pressure,https://www.nytimes.com/2017/10/03/well/live/saunas-may-be-good-for-blood-pressure.html
Eric Schmitt,04/10/2017,the-new-york-times,"The troops were on a routine patrol as part of a training exercise with troops from Niger, American military officials said.",3 Special Forces Troops Are Killed and 2 Wounded in Ambush in Niger,https://www.nytimes.com/2017/10/04/world/africa/special-forces-killed-niger.html
Sheryl Gay Stolberg and Tiffany Hsu,04/10/2017,the-new-york-times,"New York Times Republicans Open to Banning 'Bump Stocks' Used in Massacre New York Times Senators John Cornyn, left, and Lindsey Graham, both Republicans, said they would consider supporting a ban on so-called bump stocks. Credit Al Drago for The New York Tim…",Republicans Open to Banning 'Bump Stocks' Used in Massacre - New York Times,https://www.nytimes.com/2017/10/04/us/politics/bump-stock-fire-legal-republicans-congress.html
By ROBERT PEAR,04/10/2017,the-new-york-times,The partisan brawl that broke out in the House Energy Committee dashed hopes that the Children?s Health Insurance Program would be quickly refinanced.,Bill to Rescue Children?s Health Program Hits Snag in House,https://www.nytimes.com/2017/10/04/us/politics/children-health-insurance-program-congress.html
RICHARD FAUSSET,04/10/2017,the-new-york-times,"David Diaz, 37, a personal trainer, practiced yoga at a beach in San Juan. No one wanted to pay for a workout, he said, but at the beach, “you can find your inner peace.”",San Juan Journal: Yoga and Cocktails Amid Ruin as Snippets of Life Resume in San Juan,https://www.nytimes.com/2017/10/04/us/puerto-rico-hurricane-yoga-cocktails-and-surf-.html
MARC TRACY and ADAM ZAGORIA,04/10/2017,the-new-york-times,"A criminal complaint unsealed last week said illicit, under-the-table tactics were part of the college recruitment of Bowen, a standout high school basketball player.",Brian Bowen’s Path to Louisville: A Federal Case Study,https://www.nytimes.com/2017/10/04/sports/ncaabasketball/louisville-pitino-bowen-ncaa.html
LUIS FERRÉ-SADURNÍ,04/10/2017,the-new-york-times,Puerto Rico’s official death toll from Hurricane Maria rose from 16 to 34 as a result of a full accounting that added up piecemeal reports from isolated areas.,Higher Puerto Rico Death Toll Reflects Survey Across Island,https://www.nytimes.com/2017/10/04/us/puerto-rico-death-toll-maria.html
"Larry Buchanan, Evan Grothjan, Jon Huang, Yuliya Parshina-Kottas, Adam Pearce, Karen Yourish",04/10/2017,the-new-york-times,"New York Times What Is a Bump Stock and How Does It Work? New York Times Twelve of the rifles the gunman in the Las Vegas mass shooting had in his 32nd-floor hotel room were each modified with a “bump stock,” an attachment that enables a semiautomatic rifle t…",What Is a Bump Stock and How Does It Work? - New York Times,https://www.nytimes.com/interactive/2017/10/04/us/bump-stock-las-vegas-gun.html
KAREN ZRAICK and DAVID SCULL,04/10/2017,the-new-york-times,Here’s what you need to know at the end of the day.,"Las Vegas, Puerto Rico, Rex Tillerson: Your Wednesday Evening Briefing",https://www.nytimes.com/2017/10/04/briefing/las-vegas-puerto-rico-rex-tillerson.html
LIGAYA MISHAN,04/10/2017,the-new-york-times,"A fresh black sea urchin atop a pair of dry-aged steaks, one aged for 45 days (at top) and one for 21.",The Novel Taste of Old Food,https://www.nytimes.com/2017/10/04/t-magazine/food/old-ingredients.html
JOANNA KLEIN,04/10/2017,the-new-york-times,"A 17-year-old high school student in Pakistan replicated a physics visualization, and developed results that surprised some older scientists.",Trilobites: Electric Honeycombs Form When Nature Gets Out of Balance,https://www.nytimes.com/2017/10/04/science/electric-honeycomb.html
Linda Qiu,04/10/2017,the-new-york-times,The police have refuted a theory repeatedly and no evidence thus far supports the viral rumor that there were multiple gunmen.,"No, There Was Not More Than One Gunman in the Las Vegas Shooting",https://www.nytimes.com/2017/10/04/us/politics/fact-check-vegas-gunman.html
SHANE GOLDMACHER,04/10/2017,the-new-york-times,Michael Grimm after announcing on Sunday he was running for his old House seat. He is challenging Representative Dan Donovan of Staten Island for the Republican nomination in New York City’s last G.O.P.-held congressional seat.,"Bannon Backs Grimm, an Ex-Felon, in Challenge to G.O.P. Incumbent",https://www.nytimes.com/2017/10/04/nyregion/michael-grimm-stephen-bannon-congress.html
By THE NEW YORK TIMES,04/10/2017,the-new-york-times,"On this week?s podcast, the ?Stronger? actor reads an essay about a doctor whose patients help him heal.",Modern Love Podcast: Jake Gyllenhaal Reads ?Nursing a Wound in an Appropriate Setting?,https://www.nytimes.com/2017/10/04/style/modern-love-podcast-jake-gyllenhaal.html
Katie Thomas,04/10/2017,the-new-york-times,"Two weeks after Hurricane Maria hit Puerto Rico, manufacturers are scrambling to get their plants back on line and avoid production problems.",F.D.A. Fears Post-Hurricane Drug and Device Shortages,https://www.nytimes.com/2017/10/04/health/puerto-rico-hurricane-maria-pharmaceutical-manufacturers.html
"Larry Buchanan, C. J. Chivers, Thomas Gibbons-Neff, Troy Griggs, Mika Gröndahl, Jon Huang, K.K. Rebecca Lai, Jennifer Medina, Anjali Singhvi, Derek Watkins",04/10/2017,the-new-york-times,New York Times Inside the Las Vegas Gunman's Hotel Suite New York Times Photos of the hotel suite used by the gunman who killed 58 people in Las Vegas on Sunday provide a glimpse of the arsenal of guns and ammunition that were in his possession. Broken window…,Inside the Las Vegas Gunman's Hotel Suite - New York Times,https://www.nytimes.com/interactive/2017/10/04/us/vegas-shooting-hotel-room.html
IAN AUSTEN,04/10/2017,the-new-york-times,"A judge in California in 2011 ordered the man, Abdulahi Sharif, returned to Somalia. Mr. Sharif then went to Canada and received refugee status there.",Canada Terror Attack Suspect Had Been Detained in U.S.,https://www.nytimes.com/2017/10/04/world/canada/canada-terror-attack.html
TOM BUERKLE,04/10/2017,the-new-york-times,"The troubled island’s bond prices plunged Wednesday after the president said the U.S. would wipe out its billions in debt, and creditors braced for a bigger haircut than expected.",Breakingviews: Trump Brings His Own Storm to Puerto Rico,https://www.nytimes.com/2017/10/04/business/dealbook/trump-puerto-rico.html
PARUL SEHGAL,04/10/2017,the-new-york-times,"The eight fables in Carmen Maria Machado’s “Her Body and Other Parties,” a finalist for the National Book Award, all depict women on the verge.",Books of The Times: Fairy Tales About the Fears Within,https://www.nytimes.com/2017/10/04/books/review-her-body-and-other-parties-carmen-maria-machado.html
DANNY HAKIM,04/10/2017,the-new-york-times,"Teri McCall, an avocado farmer from California, with her lawyers. Ms. McCall, who claims Monsanto’s Roundup weed killer caused the death of her husband, went to Brussels to meet with European regulators.",Monsanto’s Roundup Faces European Politics and U.S. Lawsuits,https://www.nytimes.com/2017/10/04/business/monsanto-roundup-europe.html
By RUTH LA FERLA,04/10/2017,the-new-york-times,"For these self-proclaimed outliers, flamboyance can be a first line of defense.",Style That Demands to Be Seen,https://www.nytimes.com/2017/10/04/fashion/queer-kids-michael-sharkey.html
RICK GLADSTONE,05/10/2017,the-new-york-times,President Trump has suggested he will “decertify” Iran’s compliance with the 2015 nuclear agreement. But that does not necessarily kill the deal.,What Is the Iran Nuclear Deal? And Why Does Trump Hate It?,https://www.nytimes.com/2017/10/05/world/middleeast/iran-nuclear-deal.html
TIFFANY HSU,05/10/2017,the-new-york-times,"Jeremiah Cottle has made millions with his bump stocks, a rifle accessory that all but removes the “semi” from semiautomatic.",Bump Stock Innovator Inspired by People Who ‘Love Full Auto’,https://www.nytimes.com/2017/10/05/business/bump-stock-innovator.html
JOHN ELIGON,05/10/2017,the-new-york-times,"The lobby of the Mandalay Bay Resort and Casino in Las Vegas this week. Casino security guards generally deal with mundane issues on most days, but they must be prepared much greater threats.","Casino Guards, Used to Handling Drunks, Confront Greater Dangers",https://www.nytimes.com/2017/10/05/us/mandalay-bay-jesus-campos-security-casino.html
By RONI CARYN RABIN,05/10/2017,the-new-york-times,The Las Vegas shooting highlighted the role of bystanders in saving lives. Public health agencies are working to expand awareness and training.,How to Stop Bleeding and Save a Life,https://www.nytimes.com/2017/10/05/well/live/bleeding-first-aid.html
ANDREW BURT and DAN GEER,05/10/2017,the-new-york-times,"The Yahoo breach is another reminder that the right to privacy is dying, if not already dead.",Op-Ed Contributors: The End of Privacy,https://www.nytimes.com/2017/10/05/opinion/privacy-rights-security-breaches.html
SHASTA DARLINGTON and ERNESTO LONDOÑO,05/10/2017,the-new-york-times,"In a paid address titled “Change the World? Yes, You Can,” the former president steered clear of political controversies at home and in Brazil.","Obama, in Brazil, Offers Familiar Slogan to Corporate Audience",https://www.nytimes.com/2017/10/05/world/americas/obama-speech-brazil.html
JOHN BRANCH,05/10/2017,the-new-york-times,"Floyd Conrade, of Emporia, Kan., checked into the Mandalay Bay on Sunday night. Right above him was Stephen Paddock.",‘I Was Just Going to Bed When the Shooting Started’,https://www.nytimes.com/2017/10/05/us/las-vegas-mandalay-room-below.html?partner=rss&emc=rss
,05/10/2017,the-new-york-times,"New York Times For Republican Leaders in Congress, the Headaches Keep Mounting New York Times Mitch McConnell, the Senate majority leader, and other Republican leaders in Congress are facing pressure from all sides of their party leading up to next year's mid…","For Republican Leaders in Congress, the Headaches Keep Mounting - New York Times",https://www.nytimes.com/2017/10/05/us/politics/republicans-disarray-trump-senate-congress.html
THE EDITORIAL BOARD,05/10/2017,the-new-york-times,Iranian President Hassan Rouhani speaking at the United Nations in September.,Editorial: Why Decertifying the Iran Nuclear Deal Would Be a Bad Idea,https://www.nytimes.com/2017/10/05/opinion/trump-iran-nuclear-deal.html
ANA SWANSON,05/10/2017,the-new-york-times,President Trump will be the ultimate arbiter in a trade case launched Thursday over imports of washing machines made by Samsung and LG.,Washing Machine War Will Test Trump’s Mettle on Trade,https://www.nytimes.com/2017/10/05/us/politics/washing-machines-trade-whirlpool.html
DREW JORDAN,05/10/2017,the-new-york-times,"From single shots to automatic rifles and ""bump stocks,"" here's how different types of firearms and their accessories work.",From Single Shots to Automatics: How Firearms Work,https://www.nytimes.com/video/us/100000005480755/how-automatic-firearms-work.html
SAM ROBERTS,05/10/2017,the-new-york-times,"She appeared in seven New Wave movies directed by Jean-Luc Godard, her husband of 12 years, and wrote memoirs and novels.","Anne Wiazemsky, Film Star, Wife of Godard and Author, Dies at 70",https://www.nytimes.com/2017/10/05/obituaries/anne-wiazemsky-french-film-star-and-novelist-dies-at-70.html
EMILY COCHRANE,05/10/2017,the-new-york-times,"Representative Tim Murphy, Republican of Pennsylvania, had initially said he would serve out the remainder of his term, but would not seek re-election in 2018.",Conservative Pennsylvania Congressman Resigns Amid Abortion Scandal,https://www.nytimes.com/2017/10/05/us/politics/tim-murphy-resigns-abortion-scandal.html
LISA FRIEDMAN,05/10/2017,the-new-york-times,"The nominee, Andrew R. Wheeler, is a former aide to Senator James M. Inhofe, an outspoken denier of established science on climate change, and has worked as a lobbyist for Murray Energy.",Trump Nominates a Coal Lobbyist to Be No. 2 at E.P.A.,https://www.nytimes.com/2017/10/05/climate/trump-epa-andrew-wheeler.html
GINA KOLATA,05/10/2017,the-new-york-times,"Brandon Rojas, left, who has ALD, with his mother, Liliana, and father, Paul Rojas, in their home in Dover Plains, N.Y. His younger brother, Brian, received treatment in a clinical trial whose results show that gene therapy can stave off the disease with no s…","In a First, Gene Therapy Halts a Fatal Brain Disease",https://www.nytimes.com/2017/10/05/health/gene-therapy-brain-disease.html
ALAN RAPPEPORT,05/10/2017,the-new-york-times,An inquiry into air travel by Treasury Secretary Steven Mnuchin found he broke no laws but lamented the loose justification provided to substantiate costly flights.,"Seven Flights for $800,000: Mnuchin’s Travel on Military Jets",https://www.nytimes.com/2017/10/05/us/politics/mnuchin-military-flights.html
KAREN ZRAICK and LANCE BOOTH,05/10/2017,the-new-york-times,,"Las Vegas, Harvey Weinstein, Spain: Your Thursday Evening Briefing",https://www.nytimes.com/2017/10/05/briefing/las-vegas-harvey-weinstein-spain.html?partner=rss&emc=rss
ALEX TUDELA,05/10/2017,the-new-york-times,"Shirts dyed with coffee, fancy sneakers and more stuff to buy before the leaves turn.",Pulse: Need a New Fall Look? Upgrade These Basics,https://www.nytimes.com/2017/10/05/fashion/mens-style/need-a-new-fall-look-upgrade-these-basics.html
NIRAJ CHOKSHI,05/10/2017,the-new-york-times,The women who spoke out publicly about the Hollywood producer Harvey Weinstein quickly won praise on Twitter for coming forward.,Harvey Weinstein Harassment Accusations: Reaction and Roundup,https://www.nytimes.com/2017/10/05/us/harvey-weinstein-harassment-reaction.html
THE EDITORIAL BOARD,06/10/2017,the-new-york-times,The White House considers “risky sexual behavior” such an emergency that it rushes to kill mandated contraception coverage.,Editorial: Mr. Trump’s Attack on Birth Control,https://www.nytimes.com/2017/10/06/opinion/trumps-birth-control-contraception.html
KATY RECKDAHL and ALAN BLINDER,06/10/2017,the-new-york-times,"Harvey, Irma, Maria and now Nate. This storm, not as strong as the others, is expected to hit the northern Gulf Coast late Saturday or early Sunday.","Another Storm, This One Called Nate, Takes Aim at Gulf Coast",https://www.nytimes.com/2017/10/06/us/hurricane-nate-tropical-storm-gulf-coast.html
AMY J. RUTENBERG,06/10/2017,the-new-york-times,The Selective Service wasn’t just a way to get men into the Army during Vietnam. It was a tool for social engineering too.,Vietnam '67: How the Draft Reshaped America,https://www.nytimes.com/2017/10/06/opinion/vietnam-draft.html
THOMAS GIBBONS-NEFF,06/10/2017,the-new-york-times,"The secretary of defense revealed new, more aggressive rules of engagement, but they have yet to go into effect.","Mattis Discloses Part of Afghanistan Battle Plan, but It Hasn’t Yet Been Carried Out",https://www.nytimes.com/2017/10/06/world/asia/mattis-afghanistan-rules-of-engagement.html
"ANTONIO CEDIEL, AMBER GOODWIN, MICHAEL MCBRIDE and CIERA WALKER",06/10/2017,the-new-york-times,Effective solutions exist. The country just hasn’t prioritized them.,Op-Ed Contributor: Why Do We Ignore Initiatives That Reduce Gun Violence?,https://www.nytimes.com/2017/10/06/opinion/reducing-gun-violence.html
Steve Lohr,06/10/2017,the-new-york-times,New York Times New GE Chief Shakes Up Management Team New York Times John Flannery was chosen as the new chief executive of General Electric in June. Credit Christopher Goodney/Bloomberg. General Electric announced on Friday the departure of three senior exec…,New GE Chief Shakes Up Management Team - New York Times,https://www.nytimes.com/2017/10/06/business/new-ge-chief-shakes-up-management-team.html
Neil Genzlinger,06/10/2017,the-new-york-times,"New York Times Ralphie May, Brash Comedian, Is Dead at 45 New York Times Ralphie May, a loud and large comedian known for his extensive touring and comedy specials on Netflix and other outlets, died on Friday in Las Vegas, where he had been in residence at Ha…","Ralphie May, Brash Comedian, Is Dead at 45 - New York Times",https://www.nytimes.com/2017/10/06/obituaries/ralphie-may-brash-comedian-is-dead-at-45.html
David Waldstein,06/10/2017,the-new-york-times,"New York Times MLB Says Apple Watch in Diamondbacks' Dugout Was Not Used to Cheat New York Times Ariel Prieto, a coach for the Diamondbacks, can be seen wearing an Apple Watch in the dugout in this screengrab from M.L.B.'s online stream of the National League…",MLB Says Apple Watch in Diamondbacks' Dugout Was Not Used to Cheat - New York Times,https://www.nytimes.com/2017/10/06/sports/baseball/diamondbacks-coach-watch-dugout.html
The Editorial Board,06/10/2017,the-new-york-times,"Supported by Opinion | Editorial Harvey Weinstein’s Money Shouldn’t Buy Democrats’ Silence By THE EDITORIAL BOARDOCT. 6, 2017 For years, Harvey Weinstein, a film and television producer at the apex of the American entertainment industry, has lavished money an…",NYT: DEM ELITE NEED TO CONDEMN...,https://www.nytimes.com/2017/10/06/opinion/harvey-weinstein-democrats.html
JESSE McKINLEY,06/10/2017,the-new-york-times,New York City officials said they intended to sue the Cuomo administration for improperly withholding about $380 million for hospital payments.,New York City Will Sue State Over $380 Million Withheld for Uninsured,https://www.nytimes.com/2017/10/06/nyregion/new-york-city-state-lawsuit-uninsured-hospitals.html
DANNY HAKIM,06/10/2017,the-new-york-times,"“Shock and sympathy provide little consolation to the families who must now bury a child, a sibling, a spouse, or a loved one,” John Chiang, California’s treasurer, wrote in a letter to the boards of the state’s pension funds.",California Treasurer Urges State Pension Funds to Drop Gun Sellers,https://www.nytimes.com/2017/10/06/business/california-gun-retailers.html
NICK CORASANITI,06/10/2017,the-new-york-times,"Senator Robert Menendez, a Democratic from New Jersey, took part in a meeting of the Senate Foreign Relations Committee on Thursday. It was his first time back in Washington since his federal corruption trial in Newark began a month ago.","After a Month in Court, Menendez Relishes a Trip to Washington",https://www.nytimes.com/2017/10/06/nyregion/robert-menendez-in-washington-trial-recess.html
RAEGAN MCDONALD-MOSLEY,06/10/2017,the-new-york-times,The administration shows its disdain for half the country by ending guarantees on birth control coverage.,Op-Ed Contributor: Trump Takes Away Fundamental Health Care for Women,https://www.nytimes.com/2017/10/06/opinion/trump-birth-control-contraception.html
MEGAN SPECIA,06/10/2017,the-new-york-times,"The young Syrian girl and her mother, Fatemah, tweeted from a war zone for months. This week, they visited New York for the publication of their new book.",Bana al-Abed: From a Syrian War Zone to New York City,https://www.nytimes.com/2017/10/06/world/middleeast/bana-alabed-aleppo-syria.html
